Title,Price,Bedrooms,Square Feet,Full Address,monthly,apartment,cats are OK - purrr,dogs are OK - wooof,laundry on site,air conditioning,off-street parking,EV charging,w/d in unit,carport,no smoking,attached garage,detached garage,laundry in bldg,Fee Needed To Apply,wheelchair accessible,no parking,furnished,street parking,no laundry on site,house,w/d hookups,date_added
"1B 1B Furnished Bright, Spacious Apt: Parking, Perfect Location!","$2,500 ",1br,,"10920 National Blvd, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
1 Bed / 1 Bath Apt in Great Westwood Location! + Parking,"$2,895 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Style and Luxury at Tribeca Urban Apartments. 1 bed / 1 bath / 720 sq ft!,"$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Remodeled 1 Bedroom in Century City ^ Central Air/Heating ^ F/P,"$2,895 ",1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Top Floor 1BR 1BA Penthouse Close To Everything In Westwood,"$3,095 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bed / 1 Bath Apartment w/ Laminate Floors, Parking. Pool+Gym+Spa","$2,925 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Laundry Facility, Tour Today, Energy-Efficient Appliances, Tech Ready","$2,799 ",1br,701,"1920 Sawtelle Ave, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Furnished Co-living Near UCLA ^ Patio/Balcony ^ Subterranean Parking,"$1,695 ",1br,143,"1533 Selby Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
Experience the Indie Westside Lifestyle.,"$2,858 ",1br,745,"3740 Keystone Av, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Marina Del Rey | Balcony | A/C | Fitness Center,"$3,295 ",1br,750,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Smoke Free, Pool, Cable Ready, Patio*","$2,677 ",1br,767,"535 Gayley Avenue, Westwood, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1B/1B, Located in Santa Monica, Hardwood-Inspired Floors","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Lovely 1 Bedroom in Santa Monica ~ Recessed Lighting ~ 1 Month Free!,"$3,668 ",1br,596,"1427 7th Street, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Refrigerator, Garbage Disposal, Hardwood Flooring, Some Paid Utilities","$2,500 ",1br,600,"1521 17TH STREET, Santa Monica, CA 90404",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1BR 1BA w/ Wood Floors/Large Closets,"$2,895 ",1br,,"10930 Ashton Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bed / 1 Bath Apartment w/ Fireplace/Central Air/Parking,"$2,775 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Take it to the next level! Beautiful high rise 1 bed / 1 bath!,"$2,915 ",1br,496,"3644 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Enough living space for all your needs. 1 bed, 1 bath. Check us out!","$4,700 ",1br,435,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bedroom 1 Bath in West Los Angeles, Vinyl Plank Floors","$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 Bath in Westwood ^ Central A/C and Heating ^ Huge Closets,"$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West Los Angeles | Remodeled | Near UCLA,"$2,895 ",1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Renovated 1 Bedroom in Westwood, SS Appliances, Gym, Heated Pool","$3,531 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
1 Bedroom Suite Located in the Heart of Westwood Village * Furnished,"$4,125 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
WEST LOS ANGELES 1 Bedroom 1 BA - SS Appliances - Large Closets,"$2,500 ",1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Renovated 1 Bedroom in Westwood/Close to UCLA -Must See!,"$3,531 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
Plank Floors * Refrigerator * 1 Bedroom in the Heart of Venice,"$2,895 ",1br,750,"237 Fourth Avenue, Venice, CA 90291",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,2024-03-20
Westwood 1 Bed / 1 Bath Apt w/ Balcony/Central Air/Parking+More,"$2,800 ",1br,,"1441 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
|| Virtual Tour | Junior 1+1 Close to UCLA | Storage Space ||,"$2,650 ",1br,395,"1901 Overland Avenue, West Los Angeles, CA 90025",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Brentwood | Controlled Access | Fridge | Virtual Tour!,"$3,595 ",1br,650,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Score BIG Savings! One Month FREE Rent on Move-In!,"$2,858 ",1br,628,"11400 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Upgraded 1 Bedroom in Santa Monica, Fridge, 50 Feet from the Beach","$3,150 ",1br,475,None listed,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Gorgeous waterfront views at Tribeca Urban Apartments,"$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Brand New 1 Bedroom in West Los Angeles/Brentwood ADJ, SPECIALS!","$3,438 ",1br,711,"11916 West Pico Boulevard, Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1/BD, Courtesy Patrol, Controlled Access","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1+1 in West L.A./Near Culver City, Laundry On-Site, Vinyl Floors","$2,250 ",1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 Bath in Westwood + Refrigerator + Extra Storage,"$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bedroom 1 Bath w/ Parking +Gym +More,"$2,895 ",1br,,"10930 Ashton Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Palms | Vinyl Plank Flooring | SS Appliances | Fridge,"$2,150 ",1br,,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 BEDROOM * Cozy Gas Fireplace * 2 Weeks Free,"$2,695 ",1br,750,"10989 Rochester Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Solar Photovoltaic System, Walk in closets","$3,750 ",1br,893,"210 Santa Monica Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
"Spacious Closets, 1 Bedroom Suite  in Westwood Village, Fireplace","$3,195 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1+1 in Venice + Picnic Area + Plank Floors+ Spacious Walk-in Closet,"$2,895 ",1br,750,"237 Fourth Avenue, Venice, CA 90291",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,2024-03-20
"Beautiful 1 bedroom, 1 bath apartment (21 Thornton Ave)","$2,650 ",1br,700,"21 Thornton Ave, Venice, CA 90291",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"BBQ Area, 1 BD, in Los Angeles CA","$2,665 ",1br,810,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1BR 1BA Westwood Apt w/ Washer/Dryer, Laminate Floors & More","$3,175 ",1br,,"962 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Efficient Appliances, Carport, 1BD 1BA","$2,895 ",1br,575,"1720 Pacific Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Best price! * Lovely Apt * Wood Laminates Throughout - Balcony/patio,"$2,795 ",1br,,"2900 S. Sepulveda Blvd, Los Angeles, CA 90064",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Studio in Santa Monica | Gym | Ceiling Fan(s) | Call for Details!,"$1,450 ",1br,500,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 Bath w/ Washer/Dryer in Westwood Near UCLA,"$3,175 ",1br,,"962 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Welcome to this stylish residence in the heart of Los Angeles,",$750 ,1br,,None listed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bed / 1 Bath in Great Westwood Location w/ Parking, Gym +More","$2,895 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
🏝🏝Beautiful Large 1+1 ❤️ of Mar Vista 🏝🏝,"$2,375 ",1br,616,"3404 S Centinela ave, Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Westwood 1 Bed 1 Bath w/ Full Kitchen, Parking Near UCLA","$2,850 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Top Floor 1 Bed / 1 Bath Penthouse w/ Wood Flooring, Parking and More","$3,095 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West Los Angeles ^ Vinyl Plank Floors ^ Air Conditioning,"$2,500 ",1br,650,"1737 Stoner Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1B/1B, Gas Range, Large Closets","$2,870 ",1br,575,"1720 Pacific Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"West Los Angeles 1 Bedroom 1 Bath, SS Appliances","$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bed / 1 Bath Westwood Apt Near UCLA w/ Parking,"$3,175 ",1br,,"972 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"1BD 1BA, Smoke free community, Solar Photovoltaic System","$3,650 ",1br,,"210 Santa Monica Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
"Renovated Culver City  1 Bedroom Suite + Loft, Refrigerator, Fireplace","$3,045 ",1br,800,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Private Balconies, Stainless Steel Appliances, 1/BD 1/BA","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 bedroom, in Los Angeles CA, Public Transportation","$2,725 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1bd 1ba, Carport, Large Closets","$4,025 ",1br,760,"1720 Pacific Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
***********Santa Monica Lower Back 1+1*************,"$2,495 ",1br,,"503 Hill St., Santa Monica, CA 90404",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
We have parking  !,"$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1B/1B, in Los Angeles CA, Recycling","$2,665 ",1br,810,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1BR 1BA Westwood apt w/ Balcony/Parking,"$2,800 ",1br,,"1441 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
DON'TWAIT! Get One Month FREE Rent on Your New Lease!,"$2,903 ",1br,665,"11400 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1bd 1ba, Emergency Maintenance, Courtesy Patrol","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Ceiling Fan, 1/BD 1/BA, Located in Venice","$2,895 ",1br,575,"1720 Pacific Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
ACT FAST! One Month FREE Rent on Select Apartments!,"$2,903 ",1br,665,"11411 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 bedroom available with parking !!!!!!,"$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 bedroom, In Venice, Ceiling Fan","$4,025 ",1br,760,"1720 Pacific Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Charming 1 Bedroom in Santa Monica + Wood Style Floors + 1 Month Free,"$3,668 ",1br,596,"1427 7th Street, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1/bd 1/ba, BBQ Area, Located in Los Angeles","$2,685 ",1br,810,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 Bath Apt w/ Central Air in Great Westwood Location+Parking,"$2,775 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Your New Home Awaits! Enjoy One Month FREE Rent!,"$2,864 ",1br,640,"11411 Ohio Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1+1 Apt, 24-Hour cardio fitness center, Quartz countertops, XL Patio","$3,429 ",1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Private Balconies, In Santa Monica, 1 bedroom","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Bike Racks, Vinyl Wood Plank Flooring, Tub/Shower","$2,895 ",1br,575,"1720 Pacific Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"💯😎Mar Vista, Santa Monica, Culver City 1bed-1ba Beautiful Garden Building","$2,375 ",1br,616,"3404 S. Centinela ave., Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1B1B Brentwood apartment, Granite countertops w/ luxury pool","$3,429 ",1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
DON'TWAIT! Get One Month FREE Rent on Your New Lease!,"$2,883 ",1br,628,"11400 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 bd 1 bath Front unit with large patio, hardwood floors","$2,350 ",1br,726,None listed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 bd 1 bath Front unit with large patio, hardwood floors","$2,350 ",1br,726,None listed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 BD, Pool, Controlled Access/Gated","$2,725 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
NO SECURITY DEPOSIT LARGE 1 BEDROOM 1 BATH-PALMS/CULVER CITY AREA-3,"$1,949 ",1br,750,"3626 MOTOR AVENUE, LOS ANGELES, CA 90034",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Bike Racks, Laundry Facilities, Recycling","$2,895 ",1br,575,"1720 Pacific Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Controlled Access, 1 Bed, In Santa Monica","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
🐱 Recently Renovated 1 Bedroom Mar Vista ^ Pet-Friendly 🐶,"$2,625 ",1br,,None listed,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
